QID90_1,QID90_2,QID90_3,Q22_1,Q92_1,Q92_2,Q92_3,Q100_1,Q100_2,Q61,Q20,Age,Gender,Household_size,Q28,bed,empa,Q92_2r,maskePo
5,5,5,1,1,1,5,1,1,2,1,20.00,1,4.00,döner,0.00,5.00,5.00,3.00
4,3,4,5,4,1,5,2,4,2,1,18.00,1,4.00,Nudeln,2.00,3.67,5.00,4.50
2,1,1,3,4,2,5,2,2,2,1,28.00,1,2.00,Abnehmshake,0.00,1.33,4.00,4.00
2,2,1,2,1,4,5,2,3,1,1,31.00,1,2.00,Reis,1.00,1.67,2.00,1.50
1,1,1,5,5,1,5,3,4,1,1,58.00,2,2.00,"Bratwurst, Kartoffeln und Kraut",0.00,1.00,5.00,5.00
1,1,1,3,5,1,5,4,3,2,1,68.00,1,1.00,gar nichts,1.00,1.00,5.00,5.00
4,4,3,5,3,1,5,3,4,1,1,59.00,1,2.00,HuehnersAlat mit Laugengebäck,2.00,3.67,5.00,4.00
3,3,3,2,1,5,5,2,3,2,1,56.00,2,2.00,Brot,2.00,3.00,1.00,1.00
2,2,2,2,3,1,5,2,3,2,1,42.00,1,1.00,Flammkuchen,1.00,2.00,5.00,4.00
1,1,1,5,4,2,5,2,4,2,1,48.00,1,1.00,Pizza,0.00,1.00,4.00,4.00
1,2,1,5,5,1,5,2,3,2,1,45.00,2,2.00,Haferflocken,0.00,1.33,5.00,5.00
1,1,2,3,3,1,5,2,3,2,1,44.00,1,1.00,Rote-Linsen-Eintopf mit Tofu,1.00,1.33,5.00,4.00
5,4,4,5,4,1,5,2,3,1,1,65.00,1,2.00,Tomatenrisotto,2.00,4.33,5.00,4.50
1,1,1,5,5,1,5,4,4,1,1,55.00,1,1.00,Gulasch mit Reis,0.00,1.00,5.00,5.00
1,1,1,3,4,1,5,4,3,1,1,68.00,1,3.00,Griechischen Salat,1.00,1.00,5.00,4.50
4,4,4,4,4,2,5,3,4,2,1,29.00,2,3.00,Breze,2.00,4.00,4.00,4.00
5,5,5,5,5,1,5,5,4,2,1,18.00,2,3.00,Lasagne,2.00,5.00,5.00,5.00
1,1,1,1,3,1,5,4,4,2,1,45.00,1,2.00,Kartoffelsalat mit Bockwürstchen und Senf,0.00,1.00,5.00,4.00
3,3,3,1,1,5,5,3,3,2,1,40.00,1,4.00,Knödel mit Hayashi-Sauce,1.00,3.00,1.00,1.00
4,4,4,5,5,1,5,4,4,2,1,28.00,2,3.00,Schnitzel mit Kolrabi,2.00,4.00,5.00,5.00
2,2,2,3,4,2,5,3,3,1,1,56.00,2,2.00,hähnchen,1.00,2.00,4.00,4.00
2,2,1,3,1,1,5,3,3,1,1,34.00,1,1.00,Salat,1.00,1.67,5.00,3.00
3,3,3,4,5,1,5,4,4,2,1,60.00,2,2.00,Salat mit Geflügelstreifen,0.00,3.00,5.00,5.00
4,4,4,5,4,2,5,4,4,1,1,54.00,2,1.00,Wurst,2.00,4.00,4.00,4.00
4,4,4,5,5,1,5,4,5,2,1,36.00,1,2.00,Brötchen,0.00,4.00,5.00,5.00
2,2,2,5,5,1,5,3,4,1,1,62.00,1,2.00,Kartoffelpuffer,1.00,2.00,5.00,5.00
1,1,1,5,1,1,5,2,3,2,1,36.00,2,2.00,Nichts,1.00,1.00,5.00,3.00
5,5,5,5,5,1,5,4,4,2,1,22.00,2,3.00,Nudeln,2.00,5.00,5.00,5.00
2,2,2,5,5,1,5,3,3,2,1,39.00,2,3.00,Salat,0.00,2.00,5.00,5.00
1,1,1,4,3,5,5,3,3,1,1,32.00,2,1.00,Salat,1.00,1.00,1.00,2.00
1,2,3,5,5,1,5,3,3,1,1,55.00,2,1.00,Chili con carne,0.00,2.00,5.00,5.00
3,3,3,5,5,1,5,3,3,2,1,42.00,2,2.00,Salat mit Hähnchenbruts,0.00,3.00,5.00,5.00
5,5,5,2,5,3,5,1,3,2,1,21.00,2,1.00,Pommes,2.00,5.00,3.00,4.00
1,1,1,5,5,1,5,3,3,1,1,45.00,1,3.00,Brot,0.00,1.00,5.00,5.00
5,3,4,4,4,2,5,1,3,2,1,26.00,2,5.00,Gemüse mit Kartoffeln,2.00,4.00,4.00,4.00
1,2,2,3,4,2,5,2,3,1,1,27.00,1,4.00,Milchreis,1.00,1.67,4.00,4.00
4,4,4,5,5,2,5,5,5,2,1,39.00,2,2.00,Grießbrei,0.00,4.00,4.00,4.50
3,3,2,5,5,1,5,4,4,1,1,34.00,1,2.00,Gemüse,1.00,2.67,5.00,5.00
4,4,4,4,5,1,5,3,4,2,1,32.00,2,2.00,Apfel,2.00,4.00,5.00,5.00
4,5,3,5,5,1,5,5,4,1,1,46.00,1,4.00,Nudeln,0.00,4.00,5.00,5.00
1,1,1,2,1,3,5,1,2,2,1,22.00,2,1.00,Nichts,0.00,1.00,3.00,2.00
5,4,5,5,5,1,5,3,3,1,1,36.00,1,3.00,Pizza,2.00,4.67,5.00,5.00
1,2,1,3,2,4,5,3,3,2,1,28.00,1,1.00,Nudeln,1.00,1.33,2.00,2.00
5,#NULL!,1,5,3,3,5,3,#NULL!,1,1,29.00,1,4.00,Nudel Bolognese,2.00,3.00,3.00,3.00
5,5,5,5,4,1,5,3,4,2,1,27.00,1,2.00,Nudeln,2.00,5.00,5.00,4.50
1,1,1,3,3,2,5,2,3,2,1,25.00,1,2.00,Toastbrot,0.00,1.00,4.00,3.50
2,3,3,3,1,5,5,1,3,2,1,50.00,1,1.00,Kartoffelauflauf,0.00,2.67,1.00,1.00
1,1,1,5,5,1,5,4,4,1,1,58.00,2,3.00,Eierpfannkuchen,0.00,1.00,5.00,5.00
1,1,1,5,5,1,5,3,3,2,1,37.00,2,3.00,Tortellini,1.00,1.00,5.00,5.00
3,3,3,4,5,1,5,3,4,2,1,44.00,1,2.00,Nudeln,1.00,3.00,5.00,5.00
3,2,4,4,2,3,5,4,4,2,1,42.00,1,4.00,hamburger,0.00,3.00,3.00,2.50
2,3,3,2,3,2,5,2,2,1,1,24.00,1,1.00,entenkopf,1.00,2.67,4.00,3.50
5,5,5,4,3,4,5,2,3,1,1,22.00,2,4.00,Rind,2.00,5.00,2.00,2.50
3,2,3,4,3,4,5,2,3,2,1,27.00,2,4.00,Fleisch,1.00,2.67,2.00,2.50
2,2,2,2,2,1,5,3,3,2,1,31.00,2,1.00,Reis,2.00,2.00,5.00,3.50
5,5,5,5,5,2,5,3,4,2,1,33.00,2,2.00,Kartoffelsuppe,2.00,5.00,4.00,4.50
1,1,1,4,3,1,5,3,4,2,1,34.00,1,1.00,Kartoffeln,1.00,1.00,5.00,4.00
1,1,1,3,1,1,5,3,3,1,1,50.00,1,1.00,"Kartoffelsalat, Boulette",0.00,1.00,5.00,3.00
4,3,3,5,5,1,5,3,5,2,1,18.00,2,3.00,Käsebrot,0.00,3.33,5.00,5.00
3,2,4,3,4,2,5,2,3,2,1,22.00,2,1.00,Rinderfilet,2.00,3.00,4.00,4.00
5,5,5,5,4,1,5,4,4,1,1,56.00,2,2.00,Wiener Würstchen,2.00,5.00,5.00,4.50
1,1,1,4,4,2,5,3,3,2,1,46.00,2,2.00,Belegtes Brot,1.00,1.00,4.00,4.00
2,2,4,4,5,2,5,4,4,1,1,20.00,1,4.00,Nudeln,1.00,2.67,4.00,4.50
1,2,1,4,1,1,5,3,3,2,1,37.00,2,3.00,Reis mit Paprika,0.00,1.33,5.00,3.00
3,3,3,4,5,1,5,3,3,1,1,55.00,2,3.00,Couscouspfanne,0.00,3.00,5.00,5.00
4,4,3,3,4,3,5,3,3,1,1,20.00,2,2.00,Nudeln,2.00,3.67,3.00,3.50
4,4,4,2,4,1,5,3,4,2,1,31.00,2,4.00,Pommes,1.00,4.00,5.00,4.50
1,1,1,2,2,2,5,3,3,2,1,54.00,2,1.00,Pasta,1.00,1.00,4.00,3.00
3,2,2,4,3,1,5,3,3,2,1,41.00,2,1.00,Salat,0.00,2.33,5.00,4.00
4,4,4,5,5,1,5,3,4,2,1,35.00,2,4.00,Spaghetti,2.00,4.00,5.00,5.00
3,1,2,4,4,2,5,2,3,2,1,18.00,1,2.00,Börek,0.00,2.00,4.00,4.00
2,2,2,5,3,3,5,2,3,2,1,22.00,2,2.00,Laugenecke,0.00,2.00,3.00,3.00
5,5,4,4,4,3,5,3,3,1,1,33.00,2,2.00,Spaghetti,2.00,4.67,3.00,3.50
4,4,4,5,5,1,5,4,5,2,1,49.00,2,2.00,Joghurt mit Nüssen und Früchten,0.00,4.00,5.00,5.00
3,3,3,5,5,1,5,3,3,1,1,51.00,1,3.00,lasagne,1.00,3.00,5.00,5.00
4,2,3,3,2,4,5,2,2,2,1,32.00,1,1.00,Bauerntopf,2.00,3.00,2.00,2.00
3,2,2,3,3,4,5,3,4,2,1,28.00,1,2.00,Nudeln,0.00,2.33,2.00,2.50
1,1,1,4,4,2,5,2,3,1,1,54.00,2,1.00,Banane,1.00,1.00,4.00,4.00
5,5,5,5,5,1,5,3,4,1,1,38.00,1,2.00,Gnocchi mit Thunfisch-Tomatensauce,2.00,5.00,5.00,5.00
2,1,2,1,3,4,5,1,3,2,1,25.00,2,4.00,nudeln,0.00,1.67,2.00,2.50
1,1,1,5,5,3,5,2,3,1,1,65.00,2,1.00,Käsebrot,1.00,1.00,3.00,4.00
4,5,4,4,4,1,5,4,3,1,1,35.00,2,3.00,Nudeln,1.00,4.33,5.00,4.50
5,5,5,5,5,1,5,3,3,1,1,64.00,2,3.00,Spaghetti Bolognese,2.00,5.00,5.00,5.00
3,3,3,4,4,2,5,2,3,1,1,24.00,2,1.00,Nudeln,1.00,3.00,4.00,4.00
1,1,1,3,3,3,5,2,3,2,1,41.00,1,1.00,Spaghetti,0.00,1.00,3.00,3.00
5,3,3,5,5,1,5,2,3,2,1,25.00,2,6.00,Nudeln,2.00,3.67,5.00,5.00
3,2,2,2,2,3,5,2,3,2,1,19.00,2,4.00,Nudeln,0.00,2.33,3.00,2.50
3,3,2,5,3,2,5,3,4,2,1,28.00,1,3.00,Brot,2.00,2.67,4.00,3.50
2,2,2,5,2,4,5,3,3,2,1,40.00,1,2.00,Apfel,1.00,2.00,2.00,2.00
1,1,2,3,3,1,5,2,4,2,1,23.00,1,1.00,Pizza,0.00,1.33,5.00,4.00
1,1,1,1,1,5,5,2,2,2,1,31.00,1,2.00,Tortellini,1.00,1.00,1.00,1.00
1,1,1,2,1,3,5,2,3,2,1,40.00,1,3.00,Nudeln mit Tomatensauce,0.00,1.00,3.00,2.00
4,4,4,3,2,4,5,2,3,1,1,33.00,2,1.00,nichts,2.00,4.00,2.00,2.00
4,3,4,5,4,1,5,3,4,2,1,34.00,1,4.00,Knusprrschnitzel,1.00,3.67,5.00,4.50
3,2,2,3,4,2,5,2,3,2,1,26.00,1,3.00,Nudeln,0.00,2.33,4.00,4.00
4,3,3,3,4,4,5,4,4,2,1,34.00,2,2.00,Reis,1.00,3.33,2.00,3.00
4,2,2,2,2,4,5,2,2,1,1,44.00,2,1.00,Brot,2.00,2.67,2.00,2.00
1,1,1,5,4,1,5,2,3,2,1,20.00,2,3.00,Skyr mit Müsli und Obst,0.00,1.00,5.00,4.50
4,3,4,5,5,1,5,3,4,1,1,53.00,1,3.00,burger,2.00,3.67,5.00,5.00
1,1,1,5,5,1,5,4,5,2,1,31.00,2,5.00,Nudeln,1.00,1.00,5.00,5.00
4,2,2,4,3,2,5,3,4,2,1,22.00,1,4.00,Pommes,0.00,2.67,4.00,3.50
1,1,1,4,1,1,5,2,3,1,1,39.00,1,2.00,"Brot,Käse,Wurst,Ei",0.00,1.00,5.00,3.00
1,1,1,5,3,4,5,3,3,1,1,60.00,1,2.00,Gyros,2.00,1.00,2.00,2.50
3,3,3,5,4,1,5,3,3,2,1,27.00,2,2.00,Pizza,1.00,3.00,5.00,4.50
1,1,5,5,5,1,5,2,4,2,1,39.00,1,2.00,pizza,1.00,2.33,5.00,5.00
1,1,1,3,5,1,5,3,3,1,1,49.00,2,2.00,Thai Curry,0.00,1.00,5.00,5.00
4,3,3,5,3,2,5,4,4,2,1,20.00,1,5.00,Steak,2.00,3.33,4.00,3.50
1,2,2,5,5,1,5,4,4,1,1,60.00,1,2.00,Nudeln,0.00,1.67,5.00,5.00
1,1,1,5,5,1,5,4,3,1,1,62.00,2,2.00,Joghurt mit Früchten,1.00,1.00,5.00,5.00
3,1,2,4,4,2,5,2,3,2,1,18.00,1,4.00,Nudeln,1.00,2.00,4.00,4.00
2,3,4,5,5,1,5,3,4,1,1,22.00,2,4.00,Brokkoli Cremé Suppe,1.00,3.00,5.00,5.00
4,2,4,2,2,3,5,3,3,1,1,33.00,1,1.00,Ein Nein,1.00,3.33,3.00,2.50
1,1,1,4,2,2,5,3,3,1,1,61.00,1,3.00,Brötchen,0.00,1.00,4.00,3.00
5,4,4,5,5,1,5,3,3,2,1,20.00,1,5.00,Bratwurst,2.00,4.33,5.00,5.00
4,4,4,5,5,1,5,2,3,2,1,40.00,2,1.00,Pizza,2.00,4.00,5.00,5.00
1,1,2,2,3,1,5,2,3,1,1,23.00,1,4.00,Reis und Hähnchen,1.00,1.33,5.00,4.00
4,3,3,5,4,1,5,2,3,2,1,19.00,1,4.00,Nudeln,2.00,3.33,5.00,4.50
1,1,1,5,2,1,5,2,4,2,1,27.00,2,1.00,Pizza,0.00,1.00,5.00,3.50
5,4,5,5,5,2,5,3,3,2,1,26.00,1,2.00,Pizza,2.00,4.67,4.00,4.50
1,1,1,2,1,4,5,1,3,2,1,30.00,1,4.00,Schnitzel,0.00,1.00,2.00,1.50
1,1,1,2,2,2,5,4,4,1,1,54.00,1,1.00,Brot,0.00,1.00,4.00,3.00
3,3,3,5,5,2,5,3,3,2,1,29.00,2,1.00,Reis,1.00,3.00,4.00,4.50
2,2,3,4,4,2,5,2,2,1,1,37.00,1,4.00,Butterbrezel,1.00,2.33,4.00,4.00
2,2,5,5,5,1,5,4,3,1,1,39.00,2,3.00,Pfannkuchen,0.00,3.00,5.00,5.00
1,1,1,2,3,2,5,2,3,2,1,22.00,1,1.00,Maultaschen,1.00,1.00,4.00,3.50
2,3,3,4,5,4,5,2,4,2,1,21.00,2,3.00,Tortellini,0.00,2.67,2.00,3.50
1,1,1,1,1,1,5,4,2,1,1,35.00,1,1.00,Burger von BurgerKing,2.00,1.00,5.00,3.00
1,1,2,5,5,2,5,2,3,2,1,46.00,1,4.00,Nudeln mit Gemüse,1.00,1.33,4.00,4.50
5,5,5,5,5,1,5,2,3,2,1,25.00,2,2.00,Nudelauflauf,2.00,5.00,5.00,5.00
1,1,1,1,4,2,5,3,3,2,1,37.00,1,2.00,Auflauf,1.00,1.00,4.00,4.00
1,1,1,2,3,2,5,2,3,2,1,38.00,1,4.00,Pommes,0.00,1.00,4.00,3.50
1,1,1,3,5,2,5,2,3,2,1,20.00,2,3.00,"Nudeln mit Pesto, Garnelen und Parmesan",1.00,1.00,4.00,4.50
3,2,1,2,4,3,5,3,3,2,1,24.00,1,1.00,Fisch,0.00,2.00,3.00,3.50
5,4,4,5,5,2,5,2,5,2,1,30.00,2,3.00,kartoffelauflauf,0.00,4.33,4.00,4.50
4,4,4,2,2,1,5,4,4,2,1,33.00,2,1.00,Frühlingsrollen,2.00,4.00,5.00,3.50
3,3,2,5,5,1,5,2,3,2,1,29.00,#NULL!,2.00,Putenbrustfilet,2.00,2.67,5.00,5.00
2,2,2,4,3,3,5,2,3,2,1,24.00,1,3.00,Lasagne,0.00,2.00,3.00,3.00
5,5,5,5,5,1,5,3,3,2,1,65.00,2,1.00,Fisch,2.00,5.00,5.00,5.00
4,3,4,4,3,1,5,2,3,1,1,28.00,#NULL!,4.00,Brot mit käse,1.00,3.67,5.00,4.00
1,1,1,1,2,4,5,2,2,2,1,32.00,1,3.00,Steak,1.00,1.00,2.00,2.00
1,1,1,2,4,2,5,3,4,2,1,19.00,1,3.00,Rinderfilet,0.00,1.00,4.00,4.00
4,4,3,4,5,1,5,2,3,2,1,26.00,1,7.00,Fritten,2.00,3.67,5.00,5.00
1,3,2,5,3,2,5,4,3,1,1,41.00,2,2.00,Frikadelle mit Spätzle und Sauce,1.00,2.00,4.00,3.50
3,3,4,4,5,1,5,2,4,2,1,20.00,2,2.00,Suppe,0.00,3.33,5.00,5.00
4,3,4,4,2,1,5,3,3,1,1,60.00,1,1.00,Brot,2.00,3.67,5.00,3.50
5,5,5,5,5,1,5,3,3,1,1,38.00,2,3.00,Käsespätzle,2.00,5.00,5.00,5.00
1,1,1,2,5,1,5,3,3,1,1,39.00,1,4.00,Eintopf,1.00,1.00,5.00,5.00
1,1,1,4,4,1,5,3,3,1,1,42.00,2,3.00,Salat,0.00,1.00,5.00,4.50
2,3,2,2,3,2,5,2,3,2,1,30.00,1,2.00,Salat,2.00,2.33,4.00,3.50
3,3,4,5,5,1,5,2,3,2,1,27.00,2,2.00,Pasta,1.00,3.33,5.00,5.00
3,4,5,4,4,1,5,2,3,2,1,31.00,2,1.00,Pizza,2.00,4.00,5.00,4.50
4,4,5,4,4,1,5,3,3,1,1,60.00,1,5.00,Eintopf,0.00,4.33,5.00,4.50
4,5,4,4,4,2,5,4,4,2,1,35.00,1,1.00,Burger und Pommes,0.00,4.33,4.00,4.00
4,5,5,5,5,1,5,3,4,2,1,19.00,2,5.00,Spaghetti,2.00,4.67,5.00,5.00
4,5,4,5,3,1,5,4,3,1,1,69.00,1,2.00,Fisch,1.00,4.33,5.00,4.00
1,1,3,3,4,2,5,2,2,2,1,37.00,2,3.00,Spaghetti Bolognese,1.00,1.67,4.00,4.00
1,1,1,3,1,4,5,2,2,#NULL!,1,31.00,2,3.00,Nudeln,1.00,1.00,2.00,1.50
2,2,2,1,1,5,5,2,3,1,1,42.00,1,1.00,Käsebaguette,0.00,2.00,1.00,1.00
5,5,5,5,5,2,5,2,3,1,1,30.00,2,3.00,Salat,2.00,5.00,4.00,4.50
2,2,2,4,4,1,5,3,5,1,1,33.00,2,2.00,Wurstsalat,0.00,2.00,5.00,4.50
1,1,1,4,4,2,5,3,3,1,1,43.00,1,1.00,-Nudeln,1.00,1.00,4.00,4.00
2,2,2,4,3,3,5,2,3,2,1,38.00,1,2.00,Nudeln,1.00,2.00,3.00,3.00
5,5,5,4,4,4,5,4,4,2,1,22.00,2,4.00,Brot,2.00,5.00,2.00,3.00
1,1,1,4,5,2,5,3,3,1,1,52.00,1,2.00,Fisch,1.00,1.00,4.00,4.50
1,3,2,3,4,2,5,2,3,2,1,34.00,2,2.00,Gemüseeintopf,0.00,2.00,4.00,4.00
5,5,5,4,4,2,5,2,3,2,1,21.00,2,3.00,Pizza,2.00,5.00,4.00,4.00
3,3,4,2,2,2,5,4,4,1,1,38.00,1,1.00,Gulasch,0.00,3.33,4.00,3.00
2,2,2,3,2,4,5,2,3,2,1,35.00,1,2.00,Leberkässemmel,1.00,2.00,2.00,2.00
3,4,3,3,4,1,5,2,3,2,1,34.00,1,4.00,"Frikadelle, Gemüse, Kartoffeln",2.00,3.33,5.00,4.50
3,2,4,5,5,2,5,4,5,1,1,19.00,2,3.00,Kartoffeln,0.00,3.00,4.00,4.50
5,3,4,1,1,5,5,4,3,1,1,34.00,1,3.00,Hähnchen,2.00,4.00,1.00,1.00
5,5,5,5,5,1,5,3,3,2,1,36.00,1,1.00,Salat,2.00,5.00,5.00,5.00
1,1,1,5,3,4,5,3,4,1,1,33.00,2,2.00,Würstchen Gulasch mit Nudeln,1.00,1.00,2.00,2.50
5,5,5,4,4,2,5,3,3,2,1,25.00,2,2.00,Nudeln,2.00,5.00,4.00,4.00
1,1,1,3,5,1,5,3,3,1,1,53.00,2,4.00,Lauchrisotto,0.00,1.00,5.00,5.00
2,2,2,4,4,1,5,2,3,2,1,21.00,2,1.00,Nudeln,0.00,2.00,5.00,4.50
3,2,2,3,3,3,5,3,4,2,1,22.00,2,2.00,Nudeln,1.00,2.33,3.00,3.00
3,2,2,5,5,1,5,2,5,2,1,20.00,2,2.00,Kartoffeln,1.00,2.33,5.00,5.00
4,4,4,3,4,2,5,2,3,2,1,39.00,1,3.00,Brot und Joghurt,2.00,4.00,4.00,4.00
3,3,4,5,5,1,5,4,4,1,1,32.00,1,1.00,Hähnchen,1.00,3.33,5.00,5.00
1,1,1,5,3,4,5,1,2,2,1,34.00,2,1.00,Suppe,1.00,1.00,2.00,2.50
3,3,3,1,1,5,5,2,3,2,1,43.00,2,2.00,BROT,2.00,3.00,1.00,1.00
5,5,5,5,5,1,5,3,4,2,1,19.00,2,4.00,Suppe,2.00,5.00,5.00,5.00
3,3,3,2,1,4,5,2,2,1,1,43.00,2,1.00,Ich habe reis mit Gemüse gegessen.,2.00,3.00,2.00,1.50
1,1,1,1,1,5,5,2,2,2,1,30.00,1,2.00,Stullen,1.00,1.00,1.00,1.00
1,1,2,4,4,1,5,4,3,1,1,49.00,1,2.00,Käsebrot,0.00,1.33,5.00,4.50
3,4,3,5,5,1,5,3,5,2,1,27.00,2,1.00,Lasagne,0.00,3.33,5.00,5.00
2,3,3,5,5,1,5,2,3,1,1,27.00,2,1.00,Nudeln mit Pesto,0.00,2.67,5.00,5.00
4,5,3,5,3,2,5,3,4,2,1,30.00,1,3.00,Lasagne,2.00,4.00,4.00,3.50
2,2,2,5,4,3,5,2,4,2,1,18.00,2,3.00,Lasange,0.00,2.00,3.00,3.50
1,1,2,5,4,1,5,2,3,1,1,27.00,2,1.00,Bolognese,1.00,1.33,5.00,4.50
1,1,2,5,5,1,5,3,4,1,1,20.00,2,2.00,Rinderrouladen,0.00,1.33,5.00,5.00
3,3,3,2,2,3,5,3,3,2,1,22.00,1,4.00,"Banane, Joghurt",1.00,3.00,3.00,2.50
2,3,3,4,5,2,5,3,4,2,1,21.00,2,2.00,Brot,1.00,2.67,4.00,4.50
5,5,5,5,5,2,5,3,4,1,1,58.00,2,1.00,Schweinshaxe,2.00,5.00,4.00,4.50
1,1,1,3,2,3,5,3,3,1,1,46.00,1,2.00,Schnitzel,0.00,1.00,3.00,2.50
4,3,3,2,3,1,5,3,4,2,1,45.00,1,1.00,Risotto,2.00,3.33,5.00,4.00
5,5,5,5,5,1,5,4,3,1,1,24.00,2,1.00,Nudeln,2.00,5.00,5.00,5.00
1,1,1,1,4,3,5,3,3,2,1,38.00,1,4.00,Nudeln,1.00,1.00,3.00,3.50
2,2,2,5,3,3,5,3,3,1,1,20.00,1,2.00,Pizza,1.00,2.00,3.00,3.00
1,1,1,3,4,1,5,3,3,2,1,23.00,2,4.00,Ein Stück Pizza,1.00,1.00,5.00,4.50
4,3,3,3,2,2,5,2,3,2,1,29.00,2,5.00,Königsberger Klöbse mit Kartoffeln,2.00,3.33,4.00,3.00
5,4,5,4,5,1,5,3,3,1,1,54.00,2,1.00,Ravioli,2.00,4.67,5.00,5.00
2,2,1,1,3,2,5,2,3,1,1,41.00,1,4.00,Bockwurst mit Kartoffelsalat,1.00,1.67,4.00,3.50
1,1,1,2,1,2,5,3,3,2,1,23.00,1,2.00,Käse,1.00,1.00,4.00,2.50
3,2,3,5,5,3,5,2,3,2,1,38.00,2,4.00,Tortellini,0.00,2.67,3.00,4.00
4,4,4,4,5,1,5,3,4,2,1,27.00,1,3.00,Nudelsalat,2.00,4.00,5.00,5.00
1,1,1,5,5,1,5,2,3,1,1,61.00,2,2.00,Salat,0.00,1.00,5.00,5.00
1,2,1,5,5,1,5,4,3,1,1,33.00,2,1.00,Pizza Diavolo,0.00,1.33,5.00,5.00
2,3,3,4,4,2,5,2,3,2,1,21.00,1,4.00,Fischstäbchen,0.00,2.67,4.00,4.00
4,4,4,5,5,5,5,4,5,2,1,34.00,2,3.00,Hühnerfrikassee,2.00,4.00,1.00,3.00
3,4,3,2,2,2,5,1,2,2,1,19.00,1,2.00,Nudeln mit Bolognese,1.00,3.33,4.00,3.00
3,3,3,4,5,2,5,3,4,2,1,28.00,2,2.00,Salat,1.00,3.00,4.00,4.50
3,3,4,3,5,2,5,2,2,2,1,29.00,1,4.00,Reis,2.00,3.33,4.00,4.50
3,1,2,5,5,1,5,2,3,1,1,35.00,2,4.00,Nudeln,1.00,2.00,5.00,5.00
1,1,1,4,4,2,5,2,3,2,1,44.00,2,4.00,Salat,1.00,1.00,4.00,4.00
5,4,4,5,5,2,5,4,4,1,1,36.00,1,3.00,Reis mit Hähnchensoße,2.00,4.33,4.00,4.50
5,5,5,5,5,1,5,3,5,2,1,29.00,1,1.00,Brot,2.00,5.00,5.00,5.00
3,3,3,4,5,2,5,3,3,2,1,27.00,2,2.00,Salat,0.00,3.00,4.00,4.50
5,5,5,4,5,1,5,2,2,1,1,20.00,1,3.00,Nudeln,2.00,5.00,5.00,5.00
2,5,4,5,5,1,5,2,4,2,1,34.00,2,3.00,Salat,0.00,3.67,5.00,5.00
3,3,3,4,3,3,5,1,3,1,1,34.00,1,1.00,Fisch und bratkartoffeln,2.00,3.00,3.00,3.00
2,1,1,1,1,5,5,1,2,2,1,19.00,1,5.00,Maultaschen,1.00,1.33,1.00,1.00
4,3,2,4,2,4,5,3,3,2,1,31.00,1,3.00,Spaghetti,2.00,3.00,2.00,2.00
2,3,4,2,4,2,5,1,3,2,1,29.00,2,2.00,Ein Brötchen,1.00,3.00,4.00,4.00
3,3,3,5,5,1,5,4,4,1,1,51.00,2,4.00,Müsli,0.00,3.00,5.00,5.00
2,3,3,4,4,2,5,4,3,1,1,56.00,1,1.00,Linsensuppe,0.00,2.67,4.00,4.00
2,2,2,5,5,1,5,2,3,1,1,60.00,2,3.00,Schnitzel mit Paprikareis und Salat,1.00,2.00,5.00,5.00
5,5,5,5,4,2,5,4,5,2,1,28.00,2,2.00,Brötchen,2.00,5.00,4.00,4.00
5,5,5,4,4,1,5,4,4,1,1,42.00,2,2.00,Auflauf mit Käse,2.00,5.00,5.00,4.50
1,1,1,5,3,1,5,2,3,2,1,36.00,2,1.00,Fisch,1.00,1.00,5.00,4.00
3,3,3,5,5,1,5,3,3,1,1,21.00,2,1.00,Auflauf,0.00,3.00,5.00,5.00
4,3,2,5,5,1,5,2,4,2,1,18.00,2,4.00,Sandwich,0.00,3.00,5.00,5.00
3,1,2,3,2,3,5,1,2,1,1,35.00,2,4.00,Geschnetzeltes,0.00,2.00,3.00,2.50
3,3,1,4,4,1,5,2,4,1,1,34.00,2,3.00,belegtes Brötchen mit Salat,1.00,2.33,5.00,4.50
1,1,1,4,5,4,5,3,3,2,1,31.00,1,4.00,Chili,0.00,1.00,2.00,3.50
5,5,4,4,5,4,5,2,3,2,1,39.00,1,1.00,Hueftsteak,2.00,4.67,2.00,3.50
4,4,4,5,5,1,5,2,3,2,1,28.00,2,3.00,Nudel Auflauf,1.00,4.00,5.00,5.00
5,3,3,5,5,5,5,3,3,2,1,29.00,1,2.00,Essen,0.00,3.67,1.00,3.00
3,2,2,4,5,1,5,3,4,2,1,25.00,1,3.00,Nudeln,1.00,2.33,5.00,5.00
5,5,5,5,5,5,5,1,1,1,1,32.00,2,2.00,pizza,2.00,5.00,1.00,3.00
3,3,3,2,1,4,5,2,3,2,1,40.00,2,5.00,Brötchen,2.00,3.00,2.00,1.50
2,2,2,2,1,4,5,1,2,2,1,41.00,1,1.00,Spaghetti,1.00,2.00,2.00,1.50
5,4,5,5,5,2,5,4,4,1,1,21.00,2,4.00,Nudeln,2.00,4.67,4.00,4.50
1,4,2,5,4,1,5,4,4,1,1,32.00,1,2.00,Schnitzel mit Kartoffelspalten,0.00,2.33,5.00,4.50
1,1,1,2,2,1,5,3,3,2,1,29.00,1,2.00,Brot,1.00,1.00,5.00,3.50
4,4,4,5,5,1,5,3,3,1,1,42.00,2,3.00,Brot,2.00,4.00,5.00,5.00
1,2,2,4,1,4,5,2,3,1,1,23.00,2,2.00,Pizza,1.00,1.67,2.00,1.50
