QID90_1,QID90_2,QID90_3,Q22_1,Q92_1,Q92_2,Q92_3,Q100_1,Q100_2,Q61,Q20,Age,Gender,Household_size,Q28,bed,empa,Q92_2r,maskePo
1,1,1,3,2,3,5,1,3,2,1,25.00,2,1.00,Rührei und Würstchen,0.00,1.00,3.00,2.50
4,3,4,2,2,4,5,2,3,2,1,29.00,2,2.00,Müsli,2.00,3.67,2.00,2.00
1,3,1,4,5,1,5,4,4,2,1,29.00,1,2.00,Müsli,1.00,1.67,5.00,5.00
2,2,2,2,3,2,5,1,3,2,1,26.00,2,2.00,Nudeln,1.00,2.00,4.00,3.50
5,4,4,4,5,1,5,1,3,2,1,20.00,1,1.00,Pizza,2.00,4.33,5.00,5.00
4,4,4,5,5,1,5,4,3,1,1,22.00,1,3.00,Pfannkuchen,2.00,4.00,5.00,5.00
1,2,1,3,4,1,5,2,3,2,1,22.00,2,1.00,Wraps,0.00,1.33,5.00,4.50
3,2,2,4,4,2,5,2,3,2,1,24.00,1,2.00,Nudeln,1.00,2.33,4.00,4.00
2,2,2,4,3,1,5,2,3,2,1,25.00,2,2.00,Sushi,1.00,2.00,5.00,4.00
4,4,5,4,4,4,5,3,4,2,1,26.00,1,2.00,Bier mit Haferdrink,0.00,4.33,2.00,3.00
4,2,3,5,5,1,5,2,3,1,1,32.00,2,2.00,Pommes mit Curry,2.00,3.00,5.00,5.00
2,2,1,5,3,3,5,4,5,1,1,18.00,2,3.00,Pizza,0.00,1.67,3.00,3.00
4,4,4,4,4,1,5,4,4,2,1,18.00,2,2.00,Reis,1.00,4.00,5.00,4.50
5,2,2,3,5,2,5,4,4,2,1,23.00,2,4.00,Reis,1.00,3.00,4.00,4.50
5,5,5,5,5,1,5,5,5,1,1,33.00,2,2.00,Reis,2.00,5.00,5.00,5.00
4,4,4,4,4,1,5,4,4,2,1,18.00,2,2.00,Reis,0.00,4.00,5.00,4.50
5,4,5,5,5,2,5,4,5,1,1,19.00,2,3.00,Nudeln mit Tomatensauce,2.00,4.67,4.00,4.50
3,2,2,4,5,2,5,2,3,2,1,18.00,1,4.00,pizza,2.00,2.33,4.00,4.50
1,1,1,4,4,1,5,4,4,2,1,48.00,1,4.00,Lasagne,1.00,1.00,5.00,4.50
2,2,1,2,1,2,5,2,3,2,1,37.00,1,5.00,Brot,0.00,1.67,4.00,2.50
2,3,4,5,5,2,5,3,4,2,1,23.00,2,2.00,Tomaten,0.00,3.00,4.00,4.50
4,4,5,5,5,2,5,4,4,2,1,22.00,2,3.00,Gemüse,2.00,4.33,4.00,4.50
1,1,1,3,3,4,5,2,2,2,1,28.00,1,1.00,Gehacktesbrötchen,1.00,1.00,2.00,2.50
4,2,2,3,1,4,5,2,4,2,1,21.00,2,5.00,Nudeln,2.00,2.67,2.00,1.50
4,2,3,5,5,2,5,4,4,2,1,19.00,2,4.00,Nudeln,1.00,3.00,4.00,4.50
2,3,2,4,5,1,5,3,4,2,1,23.00,2,5.00,Thunfisch,1.00,2.33,5.00,5.00
1,1,1,1,1,3,5,2,3,2,1,30.00,2,2.00,Müsli,0.00,1.00,3.00,2.00
3,3,3,4,4,2,5,2,3,1,1,18.00,2,3.00,Burger,2.00,3.00,4.00,4.00
1,1,1,3,2,4,5,4,4,1,1,26.00,2,3.00,Kartoffeln und Hähnchen,1.00,1.00,2.00,2.00
5,1,4,2,3,2,5,2,3,2,1,18.00,1,1.00,Nudeln,2.00,3.33,4.00,3.50
1,3,3,3,2,4,5,2,3,2,1,36.00,1,2.00,Pizza,0.00,2.33,2.00,2.00
4,5,4,5,5,1,5,5,5,1,1,28.00,2,2.00,Linsen mit Reis,1.00,4.33,5.00,5.00
2,3,3,4,4,1,5,4,3,1,1,24.00,1,2.00,Gulasch,2.00,2.67,5.00,4.50
3,1,3,5,4,2,5,2,2,2,1,18.00,1,5.00,Hühnchen,1.00,2.33,4.00,4.00
3,3,3,5,5,1,5,4,4,1,1,50.00,2,2.00,Hot Dogs,0.00,3.00,5.00,5.00
2,2,2,5,5,1,5,5,4,1,1,31.00,1,4.00,Brot,1.00,2.00,5.00,5.00
4,1,2,2,1,5,5,2,2,2,1,30.00,1,3.00,reis,2.00,2.33,1.00,1.00
3,1,2,5,5,1,5,2,3,1,1,36.00,1,1.00,Sushi,1.00,2.00,5.00,5.00
5,5,3,3,4,2,5,4,4,2,1,27.00,2,3.00,Ei mit Spinat,2.00,4.33,4.00,4.00
3,1,4,4,3,1,5,1,3,2,1,23.00,2,2.00,eis,1.00,2.67,5.00,4.00
3,3,3,1,1,5,5,3,3,2,1,33.00,1,3.00,fondue,0.00,3.00,1.00,1.00
1,4,3,5,5,1,5,2,4,1,1,34.00,2,2.00,Brötchen,0.00,2.67,5.00,5.00
5,5,4,4,5,1,5,3,4,2,1,38.00,1,3.00,Nudeln,2.00,4.67,5.00,5.00
3,2,4,3,5,1,5,3,4,2,1,29.00,1,4.00,Nudeln,1.00,3.00,5.00,5.00
5,5,5,5,5,1,5,4,3,1,1,26.00,2,2.00,Kartoffelsuppe,2.00,5.00,5.00,5.00
1,1,1,5,5,1,5,4,4,1,1,40.00,1,1.00,Spaghetti Napoli,0.00,1.00,5.00,5.00
2,2,3,5,5,1,5,3,4,2,1,29.00,2,1.00,Nudeln mit Sauce,0.00,2.33,5.00,5.00
1,1,1,5,5,1,5,2,4,2,1,20.00,1,2.00,Döner,1.00,1.00,5.00,5.00
3,2,3,4,4,2,5,3,3,1,1,32.00,2,2.00,Das vorm Vorabend,0.00,2.67,4.00,4.00
1,1,2,4,5,1,5,1,3,2,1,18.00,2,2.00,Nudeln,1.00,1.33,5.00,5.00
1,1,1,3,2,4,5,1,1,1,1,30.00,2,2.00,Brot,1.00,1.00,2.00,2.00
1,1,1,5,5,1,5,4,5,2,1,43.00,1,4.00,nichts,0.00,1.00,5.00,5.00
1,1,1,2,2,4,5,3,3,2,1,31.00,2,2.00,Brötchen mit Wurst und Käse,1.00,1.00,2.00,2.00
4,3,5,3,3,2,5,2,3,1,1,57.00,1,1.00,panini mit salami und käse,2.00,4.00,4.00,3.50
2,2,2,3,3,2,5,3,3,2,1,31.00,1,2.00,Sushi,1.00,2.00,4.00,3.50
3,2,2,3,4,3,5,3,3,1,1,33.00,1,3.00,Käsespätzle,2.00,2.33,3.00,3.50
2,2,2,5,5,1,5,2,3,2,1,39.00,2,5.00,Salat,1.00,2.00,5.00,5.00
3,4,2,3,4,1,5,3,5,2,1,20.00,2,3.00,Belegte Brötchen,0.00,3.00,5.00,4.50
1,1,1,2,2,3,5,3,3,1,1,51.00,1,3.00,Thunfisch,0.00,1.00,3.00,2.50
3,2,2,2,2,5,5,1,1,2,1,36.00,1,2.00,Ein Döner mit Kalbfleisch,2.00,2.33,1.00,1.50
1,1,1,2,2,4,5,2,3,2,1,28.00,2,3.00,Salat,1.00,1.00,2.00,2.00
1,2,2,4,5,2,5,2,3,2,1,26.00,2,3.00,Nudeln,0.00,1.67,4.00,4.50
1,1,1,4,3,2,5,4,3,2,1,24.00,2,2.00,Bolognese,1.00,1.00,4.00,3.50
4,5,5,5,4,1,5,2,5,2,1,30.00,2,2.00,Schnitzel,2.00,4.67,5.00,4.50
5,5,5,5,5,1,5,3,4,1,1,38.00,2,5.00,Flädlessuppe,2.00,5.00,5.00,5.00
4,3,4,5,5,1,5,3,4,2,1,42.00,1,4.00,Nudeln,2.00,3.67,5.00,5.00
2,3,4,5,5,1,5,4,4,2,1,36.00,2,2.00,Erbsensuppe,0.00,3.00,5.00,5.00
2,2,1,4,1,1,5,4,4,2,1,34.00,1,1.00,Streuselschnecke,1.00,1.67,5.00,3.00
1,2,2,1,1,4,5,1,2,2,1,30.00,1,3.00,Pizza,0.00,1.67,2.00,1.50
5,5,5,3,3,2,5,2,4,2,1,18.00,2,4.00,Ei mit Kartoffeln,2.00,5.00,4.00,3.50
1,1,1,5,5,2,5,3,3,2,1,26.00,2,5.00,Salat,1.00,1.00,4.00,4.50
2,2,2,4,4,1,5,2,3,2,1,48.00,1,3.00,Nudeln mit Pesto,0.00,2.00,5.00,4.50
4,3,4,4,2,1,5,4,4,2,1,23.00,1,1.00,Pizza,2.00,3.67,5.00,3.50
1,1,1,4,5,1,5,3,4,2,1,29.00,2,3.00,Nudeln,0.00,1.00,5.00,5.00
4,4,4,4,3,3,5,2,3,2,1,31.00,2,4.00,Brötchen,2.00,4.00,3.00,3.00
1,1,1,5,3,1,5,3,4,2,1,23.00,2,6.00,Salat,0.00,1.00,5.00,4.00
1,1,1,5,5,1,5,4,3,1,1,54.00,2,1.00,Salat,1.00,1.00,5.00,5.00
4,4,4,5,5,1,5,3,3,1,1,33.00,2,1.00,Grützwurst mit Sauerkraut und Salzkartoffeln,2.00,4.00,5.00,5.00
1,2,3,3,3,4,5,3,3,2,1,30.00,2,2.00,Plinsen,1.00,2.00,2.00,2.50
1,1,1,1,1,5,5,1,2,2,1,28.00,1,2.00,Corona-Bier,1.00,1.00,1.00,1.00
5,4,4,4,4,1,5,4,3,1,1,27.00,2,1.00,Pasta,2.00,4.33,5.00,4.50
2,1,2,4,2,1,5,3,4,2,1,44.00,1,5.00,Döner,0.00,1.67,5.00,3.50
3,3,3,4,2,1,5,4,4,1,1,56.00,1,1.00,Reisgericht,0.00,3.00,5.00,3.50
3,3,3,5,5,2,5,4,3,1,1,68.00,2,2.00,Lachs und Kartoffeln,1.00,3.00,4.00,4.50
2,1,3,5,5,1,5,3,3,1,1,28.00,2,1.00,Butterbrezel,2.00,2.00,5.00,5.00
1,2,1,4,3,3,5,2,3,2,1,23.00,1,3.00,Spaghetti,1.00,1.33,3.00,3.00
1,1,1,3,5,1,5,2,3,2,1,46.00,2,4.00,Nudeln,0.00,1.00,5.00,5.00
4,5,4,4,3,1,5,4,4,1,1,68.00,2,2.00,Sandwich,2.00,4.33,5.00,4.00
2,3,3,3,3,2,5,4,3,2,1,43.00,2,4.00,Nudeln,1.00,2.67,4.00,3.50
5,4,4,5,4,4,5,5,4,1,1,34.00,1,4.00,essen,2.00,4.33,2.00,3.00
2,2,2,5,5,1,5,3,3,1,1,24.00,2,2.00,Thai Curry,1.00,2.00,5.00,5.00
1,1,1,3,1,3,5,2,3,1,1,44.00,2,1.00,Käsekuchen,0.00,1.00,3.00,2.00
5,5,5,3,5,2,5,2,3,2,1,25.00,2,4.00,Nudeln,2.00,5.00,4.00,4.50
2,2,1,5,5,1,5,3,3,2,1,29.00,1,1.00,Spinat,1.00,1.67,5.00,5.00
1,2,3,4,5,1,5,4,4,2,1,23.00,2,5.00,Gefüllte Weinblätter,0.00,2.00,5.00,5.00
4,4,4,4,4,2,5,3,3,2,1,40.00,1,4.00,Schnitzel,2.00,4.00,4.00,4.00
3,2,2,3,1,5,5,2,3,2,1,22.00,2,3.00,Nudelsalat,0.00,2.33,1.00,1.00
2,1,3,5,4,1,5,4,4,2,1,29.00,1,1.00,Pizza,1.00,2.00,5.00,4.50
5,5,5,5,5,2,5,2,3,2,1,33.00,2,2.00,Chinesische Nudeln mit Gemüse und Tofu,2.00,5.00,4.00,4.50
5,5,5,5,5,1,5,4,3,1,1,42.00,2,2.00,Grünkernnockerl,2.00,5.00,5.00,5.00
2,2,2,4,5,1,5,2,4,2,1,31.00,2,3.00,einen Salat mit Kräuterdressing und Brot,1.00,2.00,5.00,5.00
2,3,2,4,4,1,5,4,4,1,1,25.00,2,3.00,Ich habe gestern einen Avocadosalat gegessen,1.00,2.33,5.00,4.50
1,2,2,3,4,2,5,2,3,2,1,18.00,1,3.00,Einen selbsgemachten Kuchen,0.00,1.67,4.00,4.00
4,3,3,5,5,1,5,2,3,2,1,26.00,1,3.00,Rührei,2.00,3.33,5.00,5.00
2,2,2,4,4,1,5,2,3,2,1,25.00,1,2.00,Magerquark mit Protein,1.00,2.00,5.00,4.50
4,4,4,5,5,1,5,4,4,2,1,25.00,1,3.00,Pizza,2.00,4.00,5.00,5.00
3,3,3,5,5,1,5,3,3,2,1,21.00,1,1.00,Gulasch,1.00,3.00,5.00,5.00
3,3,3,5,3,1,5,3,4,2,1,24.00,2,4.00,Salat,0.00,3.00,5.00,4.00
1,2,2,2,2,2,5,2,3,2,1,38.00,1,3.00,kartoffel,1.00,1.67,4.00,3.00
5,5,5,5,5,1,5,3,3,2,1,25.00,1,2.00,Eierkuchen,2.00,5.00,5.00,5.00
2,2,2,4,3,2,5,3,3,2,1,49.00,1,3.00,Brötchen mit Wurst,0.00,2.00,4.00,3.50
3,3,3,4,5,1,5,3,3,2,1,35.00,1,3.00,Spargel,2.00,3.00,5.00,5.00
3,3,4,4,4,3,5,2,3,2,1,36.00,1,3.00,Spaghetti,1.00,3.33,3.00,3.50
5,5,5,5,5,5,5,3,3,2,1,33.00,1,2.00,Kartoffelbrei,2.00,5.00,1.00,3.00
5,3,5,5,5,1,5,2,3,2,1,19.00,2,1.00,Couscous Salat,2.00,4.33,5.00,5.00
2,4,3,5,5,1,5,5,3,1,1,27.00,2,2.00,Salat und Reis,0.00,3.00,5.00,5.00
2,3,2,5,4,1,5,4,4,1,1,41.00,2,4.00,Pizza,1.00,2.33,5.00,4.50
1,2,4,2,1,5,5,2,4,2,1,24.00,2,2.00,Nudeln,1.00,2.33,1.00,1.00
4,3,1,5,5,1,5,3,5,2,1,18.00,2,5.00,Burger,0.00,2.67,5.00,5.00
4,5,4,5,5,1,5,3,4,1,1,26.00,2,3.00,Nudeln,2.00,4.33,5.00,5.00
2,2,2,4,2,3,5,3,3,2,1,18.00,1,4.00,Nudeln,1.00,2.00,3.00,2.50
1,2,2,5,5,1,5,4,4,2,1,36.00,1,3.00,Nudeln,0.00,1.67,5.00,5.00
5,4,3,4,5,2,5,4,4,2,1,29.00,1,2.00,Kartoffeln,2.00,4.00,4.00,4.50
4,3,3,4,4,2,5,2,3,2,1,31.00,1,3.00,Bratkartoffeln,0.00,3.33,4.00,4.00
5,5,5,5,5,1,5,4,4,2,1,49.00,1,2.00,Salat mit Hähnchenbrust,2.00,5.00,5.00,5.00
4,4,4,3,4,3,5,2,3,2,1,27.00,2,1.00,nudeln,2.00,4.00,3.00,3.50
3,3,3,5,5,1,5,2,3,2,1,24.00,2,2.00,Reis,1.00,3.00,5.00,5.00
5,5,5,5,5,1,5,3,4,2,1,23.00,2,3.00,Nudeln,1.00,5.00,5.00,5.00
1,1,1,4,5,1,5,3,3,2,1,27.00,2,2.00,Pizza,0.00,1.00,5.00,5.00
4,3,2,4,5,1,5,2,3,2,1,23.00,2,6.00,Gnochi,2.00,3.00,5.00,5.00
3,1,3,3,2,4,5,3,4,2,1,44.00,1,4.00,schnitzel,0.00,2.33,2.00,2.00
1,2,1,5,3,4,5,2,3,2,1,30.00,2,3.00,Nichts,1.00,1.33,2.00,2.50
5,3,4,5,5,1,5,3,3,1,1,19.00,2,3.00,Gemüse,2.00,4.00,5.00,5.00
2,3,3,5,5,1,5,4,4,2,1,31.00,2,2.00,noch gar nichts bisher,0.00,2.67,5.00,5.00
1,3,4,5,4,4,5,2,4,1,1,26.00,2,3.00,Nudeln,1.00,2.67,2.00,3.00
3,4,2,5,5,1,5,2,4,1,1,22.00,1,3.00,Milchreis,1.00,3.00,5.00,5.00
4,4,4,4,4,1,5,4,4,2,1,27.00,2,1.00,Banane,2.00,4.00,5.00,4.50
1,1,1,2,3,4,5,1,3,2,1,23.00,1,3.00,Kartoffeln,0.00,1.00,2.00,2.50
3,3,1,5,5,1,5,4,4,2,1,35.00,1,2.00,Lachsfilet,1.00,2.33,5.00,5.00
1,1,2,3,5,1,5,2,3,2,1,27.00,2,2.00,Salat mit Pellkartoffeln und Quark,0.00,1.33,5.00,5.00
4,4,4,4,3,2,5,3,3,2,1,45.00,2,5.00,Tomatensalat,2.00,4.00,4.00,3.50
3,2,3,3,2,5,5,4,4,1,1,24.00,1,5.00,Ofenkartoffeln,0.00,2.67,1.00,1.50
2,2,4,2,1,4,5,2,3,2,1,31.00,2,4.00,Blumenkohlsuppe,2.00,2.67,2.00,1.50
1,3,3,3,1,5,5,3,3,1,1,18.00,2,2.00,Wassermelone,1.00,2.33,1.00,1.00
2,2,2,3,5,1,5,2,3,2,1,19.00,2,4.00,Suppe,0.00,2.00,5.00,5.00
1,1,2,5,5,1,5,5,3,1,1,29.00,2,2.00,Nektarine,1.00,1.33,5.00,5.00
2,3,2,3,3,4,5,4,2,2,1,18.00,1,1.00,Schnitzel,1.00,2.33,2.00,2.50
5,5,5,2,3,3,5,2,3,2,1,37.00,2,5.00,Kartoffeln,2.00,5.00,3.00,3.00
3,2,3,4,2,2,5,3,4,1,1,30.00,2,2.00,Börek,1.00,2.67,4.00,3.00
3,3,3,5,5,1,5,1,2,2,1,21.00,2,2.00,Hafermilch,0.00,3.00,5.00,5.00
5,4,4,5,5,1,5,2,4,1,1,47.00,1,2.00,Knäckebrot...,2.00,4.33,5.00,5.00
4,4,4,2,3,4,5,3,3,1,1,33.00,2,1.00,Spaghetti Bolognese,2.00,4.00,2.00,2.50
2,2,2,3,4,2,5,2,3,2,1,30.00,2,1.00,Nudeln,1.00,2.00,4.00,4.00
3,3,3,5,5,1,5,5,3,1,1,56.00,1,1.00,nichts,2.00,3.00,5.00,5.00
1,1,1,3,3,2,5,3,3,2,1,27.00,1,4.00,Salat,0.00,1.00,4.00,3.50
4,5,4,5,3,1,5,4,4,2,1,25.00,1,2.00,Sandwich,1.00,4.33,5.00,4.00
3,2,1,3,1,1,5,2,3,2,1,26.00,1,3.00,Gulasch,2.00,2.00,5.00,3.00
3,4,4,4,4,1,5,2,2,2,1,27.00,1,4.00,Lasagne,0.00,3.67,5.00,4.50
2,4,4,4,5,4,5,4,4,1,1,19.00,2,1.00,Pizza,1.00,3.33,2.00,3.50
4,2,4,5,3,3,5,2,3,2,1,23.00,2,4.00,Nudelauflauf,2.00,3.33,3.00,3.00
3,4,3,5,5,1,5,4,4,1,1,56.00,1,1.00,Quarkspeise,2.00,3.33,5.00,5.00
4,2,3,4,3,2,5,2,3,2,1,23.00,2,4.00,Nudelauflauf,0.00,3.00,4.00,3.50
4,3,3,4,5,1,5,2,3,2,1,18.00,2,2.00,Lasagne,0.00,3.33,5.00,5.00
5,5,5,5,5,1,5,4,3,1,1,40.00,2,4.00,Vegetarische Pizza,2.00,5.00,5.00,5.00
2,2,2,3,4,1,5,4,3,1,1,52.00,2,3.00,Pfannkuchen,1.00,2.00,5.00,4.50
5,2,3,5,4,1,5,3,4,2,1,28.00,1,5.00,Lasagne,0.00,3.33,5.00,4.50
2,1,1,3,3,2,5,2,3,1,1,21.00,2,4.00,Nudeln,1.00,1.33,4.00,3.50
4,4,4,4,3,2,5,2,3,1,1,50.00,2,4.00,Reis mit Gemüse,2.00,4.00,4.00,3.50
1,4,2,2,5,2,5,2,3,2,1,18.00,2,2.00,gefüllte Paprika,0.00,2.33,4.00,4.50
5,5,5,5,5,1,5,2,4,2,1,19.00,2,2.00,Nudeln,2.00,5.00,5.00,5.00
3,1,2,3,4,2,5,3,4,1,1,36.00,2,2.00,Pfannkuchen,1.00,2.00,4.00,4.00
1,1,1,5,4,2,5,2,3,2,1,18.00,1,4.00,Nudeln Bolognese,1.00,1.00,4.00,4.00
2,2,2,1,1,3,5,2,3,1,1,26.00,1,1.00,Pizza,0.00,2.00,3.00,2.00
3,3,2,2,1,5,5,3,2,1,1,60.00,2,4.00,Nudeln mit Bratpaprika - kann ich empfehlen ;),2.00,2.67,1.00,1.00
3,1,3,3,2,5,5,1,2,2,#NULL!,20.00,1,4.00,Fleisch,2.00,2.33,1.00,1.50
1,1,1,1,2,3,5,3,3,2,1,28.00,#NULL!,2.00,Pommes,1.00,1.00,3.00,2.50
1,1,1,4,5,4,5,2,3,2,1,34.00,1,3.00,Nudeln,1.00,1.00,2.00,3.50
5,4,4,4,5,1,5,3,5,1,1,37.00,2,3.00,Nudeln,2.00,4.33,5.00,5.00
4,2,3,5,5,1,5,4,4,2,1,27.00,1,1.00,Nudeln,0.00,3.00,5.00,5.00
1,1,1,1,1,5,5,2,2,1,1,46.00,2,7.00,Tomatensalat,1.00,1.00,1.00,1.00
4,2,3,4,4,2,5,3,3,2,1,35.00,2,1.00,Nichts,2.00,3.00,4.00,4.00
4,4,5,5,5,1,5,4,4,2,1,26.00,2,2.00,Suppe,0.00,4.33,5.00,5.00
1,1,1,5,5,1,5,3,3,1,1,21.00,1,3.00,Pasta mit bolo,1.00,1.00,5.00,5.00
1,1,1,5,5,1,5,4,4,1,1,20.00,1,4.00,Döner,0.00,1.00,5.00,5.00
5,5,5,2,2,3,5,3,3,1,1,52.00,1,2.00,Fisch,2.00,5.00,3.00,2.50
1,1,1,3,4,1,5,2,3,2,1,31.00,2,3.00,Kichererbsen,1.00,1.00,5.00,4.50
1,1,1,2,2,1,5,2,3,2,1,26.00,1,3.00,Reis,1.00,1.00,5.00,3.50
1,2,2,3,5,1,5,3,3,1,1,36.00,2,1.00,Salat,1.00,1.67,5.00,5.00
3,2,3,3,2,4,5,3,4,2,1,28.00,2,5.00,Nudeln,1.00,2.67,2.00,2.00
2,3,4,3,3,4,5,3,4,2,1,30.00,1,3.00,Brot mit Salami,1.00,3.00,2.00,2.50
4,5,4,5,5,2,5,2,3,2,1,25.00,1,2.00,Nudeln,2.00,4.33,4.00,4.50
2,2,3,5,5,1,5,3,4,2,1,45.00,1,4.00,Nudeln,0.00,2.33,5.00,5.00
1,1,1,5,5,1,5,3,3,1,1,34.00,2,2.00,Salat,1.00,1.00,5.00,5.00
3,3,3,5,5,1,5,4,5,2,1,37.00,1,2.00,Rumpsteak mit Kartoffeln und gemischtem Gemüse,1.00,3.00,5.00,5.00
4,3,3,3,3,3,5,2,3,2,1,33.00,1,4.00,Schupfnudeln,2.00,3.33,3.00,3.00
3,3,3,5,5,1,5,2,3,2,1,25.00,1,2.00,Brot,0.00,3.00,5.00,5.00
1,1,1,3,3,1,5,2,3,1,1,50.00,1,2.00,nichts,1.00,1.00,5.00,4.00
5,5,5,5,5,1,5,3,4,1,1,35.00,2,4.00,Nudeln,0.00,5.00,5.00,5.00
5,5,5,4,4,1,5,4,4,2,1,36.00,2,3.00,Salat,2.00,5.00,5.00,4.50
2,3,3,2,2,3,5,2,3,2,1,38.00,1,2.00,türkische pizza,1.00,2.67,3.00,2.50
1,1,1,3,2,2,5,2,3,2,1,24.00,2,3.00,Fisch,0.00,1.00,4.00,3.00
2,1,1,3,4,1,5,2,3,2,1,18.00,1,4.00,Steak,1.00,1.33,5.00,4.50
1,2,2,5,4,1,5,3,3,1,1,49.00,1,1.00,Reis,0.00,1.67,5.00,4.50
3,2,2,2,3,2,5,2,3,2,1,21.00,1,4.00,Griechisch,0.00,2.33,4.00,3.50
3,3,2,4,3,3,5,2,3,2,1,34.00,1,4.00,Burger,1.00,2.67,3.00,3.00
2,2,2,5,5,1,5,4,4,2,1,34.00,1,1.00,Nudeln,1.00,2.00,5.00,5.00
3,3,3,4,4,1,5,3,4,1,1,60.00,2,4.00,Spaghetti,0.00,3.00,5.00,4.50
4,4,4,4,5,1,5,2,2,1,1,54.00,2,1.00,Banane,2.00,4.00,5.00,5.00
1,1,1,3,3,1,5,3,3,2,1,48.00,1,1.00,Nudeln,1.00,1.00,5.00,4.00
3,4,4,4,4,3,5,4,3,2,1,31.00,1,2.00,Pommes,2.00,3.67,3.00,3.50
4,4,4,5,5,1,5,1,2,1,1,57.00,2,2.00,Hähnchenkeule,2.00,4.00,5.00,5.00
5,5,5,5,4,1,5,4,4,2,1,53.00,1,2.00,Brötchen,2.00,5.00,5.00,4.50
4,4,4,5,5,2,5,3,3,2,1,20.00,1,3.00,Kuchen,1.00,4.00,4.00,4.50
2,3,2,3,3,2,5,3,3,2,1,33.00,2,2.00,Brot mit Tomaten,1.00,2.33,4.00,3.50
3,3,3,5,5,1,5,2,3,1,1,59.00,1,2.00,nichts,0.00,3.00,5.00,5.00
5,5,5,4,5,1,5,1,3,2,1,25.00,2,3.00,Lachs,2.00,5.00,5.00,5.00
3,3,3,4,4,1,5,3,4,1,1,60.00,2,3.00,Reispfanne mit Gemüse,1.00,3.00,5.00,4.50
1,1,1,3,4,1,5,5,4,1,1,47.00,1,1.00,Kekse,0.00,1.00,5.00,4.50
2,2,2,5,5,1,5,3,3,2,1,48.00,2,2.00,Grillkäse,1.00,2.00,5.00,5.00
4,4,4,5,5,1,5,4,4,2,1,33.00,1,4.00,Noch gar nichts,1.00,4.00,5.00,5.00
5,5,5,4,5,1,5,3,5,1,1,40.00,1,1.00,Salat,2.00,5.00,5.00,5.00
4,4,4,3,2,4,5,2,2,1,1,41.00,1,5.00,Pizza,1.00,4.00,2.00,2.00
2,3,3,2,5,3,5,2,4,2,1,32.00,1,6.00,Gemüsepfanne,0.00,2.67,3.00,4.00
3,4,4,4,3,2,5,2,3,2,1,26.00,2,3.00,Pasta,0.00,3.67,4.00,3.50
3,4,3,2,2,3,5,1,3,2,1,30.00,1,4.00,Nudeln,2.00,3.33,3.00,2.50
3,2,4,5,5,1,5,1,3,2,1,28.00,1,1.00,Hühnchen,0.00,3.00,5.00,5.00
1,1,1,1,1,5,5,1,3,1,1,60.00,1,1.00,suppe,0.00,1.00,1.00,1.00
5,4,4,2,1,2,5,4,3,1,1,37.00,1,2.00,Brokkoli-Blumenkohl-Gratin,2.00,4.33,4.00,2.50
1,1,1,1,2,4,5,1,3,2,1,35.00,1,1.00,Käsebrot,1.00,1.00,2.00,2.00
2,1,2,5,5,1,5,2,3,2,1,34.00,1,2.00,Nudeln mit Spinat,1.00,1.67,5.00,5.00
3,2,2,3,4,2,5,3,2,1,1,40.00,1,4.00,Kassler,0.00,2.33,4.00,4.00
2,1,1,4,4,3,5,2,2,2,1,18.00,1,5.00,Reis Geschnetzeldes,0.00,1.33,3.00,3.50
5,4,5,3,4,1,5,4,5,2,1,45.00,1,2.00,brot,2.00,4.67,5.00,4.50
2,2,1,3,3,4,5,3,3,2,1,30.00,1,3.00,Spaghetti,1.00,1.67,2.00,2.50
3,4,4,3,4,1,5,4,3,1,1,56.00,1,2.00,Linsen,1.00,3.67,5.00,4.50
3,3,3,3,3,3,5,3,3,2,1,31.00,1,2.00,Pizza,2.00,3.00,3.00,3.00
1,1,2,5,5,2,5,3,3,2,1,47.00,2,2.00,Salat,0.00,1.33,4.00,4.50
4,4,3,5,5,1,5,4,4,2,1,26.00,2,2.00,Pizza,0.00,3.67,5.00,5.00
5,3,4,5,4,2,5,2,3,2,1,27.00,1,3.00,Pizza,2.00,4.00,4.00,4.00
3,3,3,3,4,3,5,4,3,1,1,56.00,2,2.00,gyros,2.00,3.00,3.00,3.50
4,2,3,5,5,1,5,2,3,1,1,22.00,2,3.00,Flammkuchen mit Schinken und Zwiebeln,1.00,3.00,5.00,5.00
2,2,2,5,5,1,5,3,3,2,1,23.00,1,2.00,Totellini,1.00,2.00,5.00,5.00
5,4,4,3,3,1,5,3,4,2,1,20.00,#NULL!,5.00,Fleisch Spieße,2.00,4.33,5.00,4.00
1,1,1,1,1,5,5,2,2,2,1,30.00,2,3.00,Nudeln,0.00,1.00,1.00,1.00
3,3,3,5,5,1,5,4,3,1,1,43.00,1,1.00,Reis mit Paprika,1.00,3.00,5.00,5.00
3,2,2,4,4,2,5,2,3,2,1,33.00,2,4.00,Nudeln,1.00,2.33,4.00,4.00
4,4,4,4,4,3,5,2,3,1,1,57.00,2,1.00,Milchreis,2.00,4.00,3.00,3.50
5,4,5,4,5,4,5,4,3,1,1,24.00,1,3.00,Reis,2.00,4.67,2.00,3.50
3,3,3,5,5,1,5,3,4,1,1,64.00,2,1.00,Schafskäse,1.00,3.00,5.00,5.00
1,1,1,5,5,1,5,4,4,1,1,57.00,2,1.00,Zucchini-Nudeln,1.00,1.00,5.00,5.00
